Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Provision for Loan Losses";"Net Revenue after Provisions";"Total Non-Interest Expense";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
AXP;413080;USD;2012;Q1;2012-03-31;2012-05-01;2013-04-29;1160000000;1166000000;7587000000;-412000000;7175000000;-5402000000;1773000000;;1773000000;-517000000;1256000000;;1256000000;1256000000
AXP;413080;USD;2012;Q2;2012-06-30;2012-08-02;2013-07-29;1145000000;1152000000;7965000000;-461000000;7504000000;-5625000000;1879000000;;1879000000;-540000000;1339000000;;1339000000;1339000000
AXP;413080;USD;2012;Q3;2012-09-30;2012-10-31;2013-10-29;1126000000;1132000000;7862000000;-479000000;7383000000;-5513000000;1870000000;;1870000000;-620000000;1250000000;;1250000000;1250000000
AXP;413080;USD;2012;Q4;2012-12-31;2013-02-22;2015-02-24;1109000000;1114000000;8141000000;-360000000;7781000000;-6852000000;929000000;;929000000;-292000000;637000000;;637000000;637000000
AXP;413080;USD;2013;Q1;2013-03-31;2013-04-29;2014-04-29;1099000000;1106000000;7881000000;-416000000;7465000000;-5556000000;1909000000;;1909000000;-629000000;1280000000;;1280000000;1280000000
AXP;413080;USD;2013;Q2;2013-06-30;2013-07-29;2014-07-30;1090000000;1097000000;8245000000;-518000000;7727000000;-5732000000;1995000000;;1995000000;-590000000;1405000000;;1405000000;1405000000
AXP;413080;USD;2013;Q3;2013-09-30;2013-10-29;2014-10-28;1074000000;1081000000;8301000000;-419000000;7882000000;-5878000000;2004000000;;2004000000;-638000000;1366000000;;1366000000;1366000000
AXP;413080;USD;2013;Q4;2013-12-31;2014-02-25;2016-02-19;1065000000;1072000000;8443000000;-479000000;7964000000;-5984000000;1980000000;;1980000000;-672000000;1308000000;;1308000000;1308000000
AXP;413080;USD;2014;Q1;2014-03-31;2014-04-29;2015-04-29;1060000000;1067000000;8173000000;-485000000;7688000000;-5480000000;2208000000;;2208000000;-776000000;1432000000;;1432000000;1432000000
AXP;413080;USD;2014;Q2;2014-06-30;2014-07-30;2015-07-29;1052000000;1058000000;8631000000;-489000000;8142000000;-5830000000;2312000000;;2312000000;-783000000;1529000000;;1529000000;1529000000
AXP;413080;USD;2014;Q3;2014-09-30;2014-10-28;2015-10-28;1041000000;1047000000;8303000000;-488000000;7815000000;-5569000000;2246000000;;2246000000;-769000000;1477000000;;1477000000;1477000000
AXP;413080;USD;2014;Q4;2014-12-31;2015-02-24;2017-02-17;1027000000;1032000000;9081000000;-582000000;8499000000;-6274000000;2225000000;;2225000000;-778000000;1447000000;;1447000000;1447000000
AXP;413080;USD;2015;Q1;2015-03-31;2015-04-29;2016-04-27;1019000000;1023000000;7950000000;-420000000;7530000000;-5214000000;2316000000;;2316000000;-791000000;1525000000;;1525000000;1525000000
AXP;413080;USD;2015;Q2;2015-06-30;2015-07-29;2016-07-26;1009000000;1013000000;8284000000;-467000000;7817000000;-5587000000;2230000000;;2230000000;-757000000;1473000000;;1473000000;1473000000
AXP;413080;USD;2015;Q3;2015-09-30;2015-10-28;2016-10-25;994000000;997000000;8193000000;-529000000;7664000000;-5726000000;1938000000;;1938000000;-672000000;1266000000;;1266000000;1266000000
AXP;413080;USD;2015;Q4;2015-12-31;2016-02-19;2017-02-17;974000000;979000000;8391000000;-572000000;7819000000;-6365000000;1454000000;;1454000000;-555000000;899000000;;899000000;899000000
AXP;413080;USD;2016;Q1;2016-03-31;2016-04-27;2017-04-27;961000000;963000000;8088000000;-434000000;7654000000;-5470000000;2184000000;;2184000000;-758000000;1426000000;;1426000000;1426000000
AXP;413080;USD;2016;Q2;2016-06-30;2016-07-26;2016-07-26;938000000;941000000;8235000000;-463000000;7772000000;-4756000000;3016000000;;3016000000;-1001000000;2015000000;;2015000000;2015000000
AXP;413080;USD;2016;Q3;2016-09-30;2016-10-25;2016-10-25;920000000;923000000;7774000000;-504000000;7270000000;-5535000000;1735000000;;1735000000;-593000000;1142000000;;1142000000;1142000000
AXP;413080;USD;2016;Q4;2016-12-31;2017-02-17;2017-02-17;913000000;913000000;8022000000;-625000000;7397000000;-6236000000;1161000000;;1161000000;-336000000;825000000;;825000000;825000000
AXP;413080;USD;2017;Q1;2017-03-31;2017-04-27;2017-04-27;899000000;903000000;7889000000;-573000000;7316000000;-5499000000;1817000000;;1817000000;-580000000;1237000000;;1237000000;1237000000
AXP;413080;USD;2017;Q2;2017-06-30;2017-07-25;2017-07-25;890000000;893000000;8307000000;-584000000;7723000000;-5774000000;1949000000;;1949000000;-609000000;1340000000;;1340000000;1340000000
AXP;413080;USD;2017;Q3;2017-09-30;2017-10-24;2017-10-24;878000000;881000000;8436000000;-769000000;7667000000;-5840000000;1827000000;;1827000000;-471000000;1356000000;;1356000000;1356000000
AXP;413080;USD;2017;Q4;2017-12-31;2018-02-16;2018-02-16;865000000;867000000;8839000000;-833000000;8006000000;-6185000000;1821000000;;1821000000;-3018000000;-1197000000;;-1197000000;-1197000000
AXP;413080;USD;2018;Q1;2018-03-31;2018-04-25;2018-04-25;859000000;861000000;9718000000;-775000000;8943000000;-6861000000;2082000000;;2082000000;-448000000;1634000000;;1634000000;1634000000
AXP;413080;USD;2018;Q2;2018-06-30;2018-07-24;2018-07-24;860000000;862000000;10002000000;-806000000;9196000000;-7105000000;2091000000;;2091000000;-468000000;1623000000;;1623000000;1623000000
AXP;413080;USD;2018;Q3;2018-09-30;2018-10-23;2018-10-23;858000000;860000000;10144000000;-817000000;9327000000;-7209000000;2118000000;;2118000000;-464000000;1654000000;;1654000000;1654000000
AXP;413080;USD;2018;Q4;2018-12-31;2019-02-13;2019-02-13;847000000;853000000;10474000000;-954000000;9520000000;-7689000000;1831000000;;1831000000;179000000;2010000000;;2010000000;2010000000
AXP;413080;USD;2019;Q1;2019-03-31;2019-04-23;2019-04-23;841000000;843000000;10364000000;-809000000;9555000000;-7597000000;1958000000;;1958000000;-408000000;1550000000;;1550000000;1550000000
BAC;71941;USD;2011;Q3;2011-09-30;2011-11-03;2012-11-02;10116284000;10464395000;28453000000;-3407000000;25046000000;-17437000000;7609000000;;7433000000;-1201000000;6232000000;;6232000000;5889000000
BAC;71941;USD;2011;Q4;2011-12-31;2012-02-23;2014-02-25;10283413000;10278622000;24888000000;-2934000000;21954000000;-18840000000;3114000000;;2432000000;-441000000;1991000000;;1991000000;1584000000
BAC;71941;USD;2012;Q1;2012-03-31;2012-05-03;2013-05-07;10651367000;10761917000;22278000000;-2418000000;19860000000;-19141000000;719000000;;719000000;-66000000;653000000;;653000000;328000000
BAC;71941;USD;2012;Q2;2012-06-30;2012-08-02;2013-08-01;10775695000;11556011000;21968000000;-1773000000;20195000000;-17048000000;3147000000;;3147000000;-684000000;2463000000;;2463000000;2098000000
BAC;71941;USD;2012;Q3;2012-09-30;2012-11-02;2013-10-30;10776173000;10776173000;20428000000;-1774000000;18654000000;-17544000000;1110000000;;1110000000;-770000000;340000000;;340000000;-33000000
BAC;71941;USD;2012;Q4;2012-12-31;2013-02-28;2015-02-25;10780877000;10269315000;18660000000;-2204000000;16456000000;-18360000000;-1904000000;;-1904000000;2636000000;732000000;;732000000;367000000
BAC;71941;USD;2013;Q1;2013-03-31;2013-05-07;2014-05-01;10798975000;11154778000;23197000000;-1713000000;21484000000;-19500000000;1984000000;;1984000000;-501000000;1483000000;;1483000000;1110000000
BAC;71941;USD;2013;Q2;2013-06-30;2013-08-01;2014-07-29;10775867000;11524510000;22727000000;-1211000000;21516000000;-16018000000;5498000000;;5498000000;-1486000000;4012000000;;4012000000;3571000000
BAC;71941;USD;2013;Q3;2013-09-30;2013-10-30;2014-11-06;10718918000;11482226000;21530000000;-296000000;21234000000;-16389000000;4845000000;;4845000000;-2348000000;2497000000;;2497000000;2218000000
BAC;71941;USD;2013;Q4;2013-12-31;2014-02-25;2016-02-24;10630900000;11804158000;21488000000;-336000000;21152000000;-17307000000;3845000000;;3845000000;-406000000;3439000000;;3439000000;3183000000
BAC;71941;USD;2014;Q1;2014-03-31;2014-05-01;2015-04-29;10560518000;10560518000;22566000000;-1009000000;21557000000;-22238000000;-681000000;;-681000000;405000000;-276000000;;-276000000;-514000000
BAC;71941;USD;2014;Q2;2014-06-30;2014-07-29;2015-07-29;10519359000;11265123000;21747000000;-411000000;21336000000;-18541000000;2795000000;;2795000000;-504000000;2291000000;;2291000000;2035000000
BAC;71941;USD;2014;Q3;2014-09-30;2014-11-06;2015-10-30;10515790000;10515790000;21209000000;-636000000;20573000000;-20142000000;431000000;;431000000;-663000000;-232000000;;-232000000;-470000000
BAC;71941;USD;2014;Q4;2014-12-31;2015-02-25;2017-02-23;10515605000;9996709000;20372000000;-219000000;20153000000;-14735000000;5418000000;;5418000000;-1681000000;3737000000;;3737000000;3425000000
BAC;71941;USD;2015;Q1;2015-03-31;2015-04-29;2016-05-02;10518790000;11266511000;20914000000;-765000000;20149000000;-15827000000;4322000000;;4322000000;-1225000000;3097000000;;3097000000;2715000000
BAC;71941;USD;2015;Q2;2015-06-30;2015-07-29;2016-08-01;10488137000;11238060000;21956000000;-780000000;21176000000;-13958000000;7218000000;;7218000000;-2084000000;5134000000;;5134000000;4804000000
BAC;71941;USD;2015;Q3;2015-09-30;2015-10-30;2016-11-01;10444291000;11197203000;20992000000;-806000000;20186000000;-13939000000;6247000000;;6247000000;-1628000000;4619000000;;4619000000;4178000000
BAC;71941;USD;2015;Q4;2015-12-31;2016-02-24;2017-02-23;10397910000;11154194000;19103000000;-810000000;18293000000;-14010000000;4283000000;;4283000000;-1297000000;2986000000;;2986000000;2656000000
BAC;71941;USD;2016;Q1;2016-03-31;2016-05-02;2017-05-02;10339731000;11100067000;20790000000;-997000000;19793000000;-14816000000;4977000000;;4977000000;-1505000000;3472000000;;3472000000;3015000000
BAC;71941;USD;2016;Q2;2016-06-30;2016-08-01;2016-08-01;10253573000;11059167000;20398000000;-976000000;19422000000;-13493000000;5929000000;;5929000000;-1697000000;4232000000;;4232000000;3871000000
BAC;71941;USD;2016;Q3;2016-09-30;2016-11-01;2016-11-01;10250124000;11000473000;21635000000;-850000000;20785000000;-13481000000;7304000000;;7304000000;-2349000000;4955000000;;4955000000;4452000000
BAC;71941;USD;2016;Q4;2016-12-31;2017-02-23;2017-02-23;10293160000;10982921000;20878000000;-774000000;20104000000;-13161000000;6943000000;;6943000000;-1696000000;5247000000;;5247000000;4886000000
BAC;71941;USD;2017;Q1;2017-03-31;2017-05-02;2017-05-02;10099557000;10914815000;22248000000;-835000000;21413000000;-14848000000;6565000000;;6565000000;-1709000000;4856000000;;4856000000;4354000000
BAC;71941;USD;2017;Q2;2017-06-30;2017-07-31;2017-07-31;10013503000;10822069000;22829000000;-726000000;22103000000;-13726000000;8377000000;;8377000000;-3108000000;5269000000;;5269000000;4908000000
BAC;71941;USD;2017;Q3;2017-09-30;2017-10-30;2017-10-30;10197891000;10725482000;21839000000;-834000000;21005000000;-13139000000;7866000000;;7866000000;-2279000000;5587000000;;5587000000;5122000000
BAC;71941;USD;2017;Q4;2017-12-31;2018-02-22;2018-02-22;10471633000;10651346000;20436000000;-1001000000;19435000000;-13030000000;6405000000;;6405000000;-3885000000;2520000000;;2520000000;2234000000
BAC;71941;USD;2018;Q1;2018-03-31;2018-04-30;2018-04-30;10322400000;10472700000;23125000000;-834000000;22291000000;-13897000000;8394000000;;8394000000;-1476000000;6918000000;;6918000000;6490000000
BAC;71941;USD;2018;Q2;2018-06-30;2018-07-30;2018-07-30;10181700000;10309400000;22609000000;-827000000;21782000000;-13284000000;8498000000;;8498000000;-1714000000;6784000000;;6784000000;6466000000
BAC;71941;USD;2018;Q3;2018-09-30;2018-10-29;2018-10-29;10031600000;10170800000;22777000000;-716000000;22061000000;-13067000000;8994000000;;8994000000;-1827000000;7167000000;;7167000000;6701000000
BAC;71941;USD;2018;Q4;2018-12-31;2019-02-26;2019-02-26;9850300000;9994700000;22736000000;-905000000;21831000000;-13133000000;8698000000;;8698000000;-1420000000;7278000000;;7278000000;7039000000
BAC;71941;USD;2019;Q1;2019-03-31;2019-04-26;2019-04-26;9725900000;9787300000;23004000000;-1013000000;21991000000;-13224000000;8767000000;;8767000000;-1456000000;7311000000;;7311000000;6869000000
BBT;245217;USD;2018;Q2;2018-06-30;2018-07-27;2018-07-27;775836000;785750000;2879000000;-135000000;2744000000;-1696000000;1048000000;;1024000000;-202000000;822000000;;819000000;775000000
BBT;245217;USD;2018;Q3;2018-09-30;2018-10-26;2018-10-26;771562000;781867000;2926000000;-135000000;2791000000;-1724000000;1067000000;;1049000000;-210000000;839000000;;832000000;789000000
BBT;245217;USD;2018;Q4;2018-12-31;2019-01-30;2019-01-30;764837000;775314000;2940000000;-146000000;2794000000;-1708000000;1086000000;;1010000000;-205000000;805000000;;798000000;754000000
BBT;245217;USD;2019;Q1;2019-03-31;2019-04-30;2019-04-30;764135000;774071000;2898000000;-155000000;2743000000;-1688000000;1055000000;;975000000;-177000000;798000000;;792000000;749000000
BK;467599;USD;2018;Q1;2018-03-31;2018-05-08;2018-05-08;1016797000;1021731000;4178000000;5000000;4183000000;-2687000000;1496000000;;1444000000;-282000000;1162000000;;1171000000;1135000000
BK;467599;USD;2018;Q2;2018-06-30;2018-08-03;2018-08-03;1010179000;1014357000;4138000000;3000000;4141000000;-2700000000;1441000000;;1394000000;-286000000;1108000000;;1103000000;1055000000
BK;467599;USD;2018;Q3;2018-09-30;2018-11-06;2018-11-06;999808000;1003665000;4069000000;3000000;4072000000;-2689000000;1383000000;;1334000000;-220000000;1114000000;;1111000000;1075000000
BK;467599;USD;2018;Q4;2018-12-31;2019-02-27;2019-02-27;984904000;988811000;4007000000;0;4007000000;-2965000000;1042000000;;1020000000;-150000000;870000000;;881000000;832000000
BK;467599;USD;2019;Q1;2019-03-31;2019-05-08;2019-05-08;962397000;965960000;3899000000;-7000000;3892000000;-2668000000;1224000000;;1193000000;-237000000;956000000;;946000000;910000000
BOKF;344670;USD;2018;Q4;2018-12-31;2019-01-30;2019-01-30;70685948;71889482;422141000;-9000000;413141000;-279216000;133925000;;128498000;-20121000;108377000;;108456000;108456000
BOKF;344670;USD;2019;Q1;2019-03-31;2019-05-01;2019-05-01;71387070;71404388;435372000;-8000000;427372000;-285161000;142211000;;140215000;-29950000;110265000;;110612000;110612000
C;89126;USD;2009;Q3;2009-09-30;2009-11-06;2010-11-05;1210430000;1221600000;20390000000;-9095000000;11295000000;-11858000000;-563000000;;-529000000;1122000000;593000000;-418000000;101000000;101000000
C;89126;USD;2009;Q4;2009-12-31;2010-02-06;2012-02-24;2338320000;2425890000;5405000000;-8184000000;-2779000000;-12348000000;-15127000000;;-15093000000;7353000000;-7740000000;232000000;-7579000000;-7579000000
C;89126;USD;2010;Q1;2010-03-31;2010-05-07;2011-05-05;2844430000;2933350000;25421000000;-8618000000;16803000000;-11518000000;5285000000;;5285000000;-1036000000;4249000000;211000000;4428000000;4428000000
C;89126;USD;2010;Q2;2010-06-30;2010-08-06;2011-08-05;2884900000;2975300000;22071000000;-6665000000;15406000000;-11866000000;3540000000;;3540000000;-812000000;2728000000;-3000000;2697000000;2697000000
C;89126;USD;2010;Q3;2010-09-30;2010-11-05;2011-11-04;2887800000;2977800000;20738000000;-5919000000;14819000000;-11520000000;3299000000;;3299000000;-698000000;2601000000;-374000000;2168000000;2168000000
C;89126;USD;2010;Q4;2010-12-31;2011-02-25;2013-03-01;2893270000;2984750000;18371000000;-4840000000;13531000000;-12471000000;1060000000;;1060000000;313000000;1373000000;98000000;1309000000;1309000000
C;89126;USD;2011;Q1;2011-03-31;2011-05-05;2012-05-04;2904400000;2996600000;19726000000;-3184000000;16542000000;-12326000000;4216000000;;4216000000;-1185000000;3031000000;40000000;2999000000;2999000000
C;89126;USD;2011;Q2;2011-06-30;2011-08-05;2012-08-03;2908600000;2997000000;20622000000;-3387000000;17235000000;-12936000000;4299000000;;4299000000;-967000000;3332000000;71000000;3341000000;3341000000
C;89126;USD;2011;Q3;2011-09-30;2011-11-04;2012-11-06;2910800000;2998600000;20831000000;-3351000000;17480000000;-12460000000;5020000000;;5020000000;-1278000000;3742000000;1000000;3771000000;3771000000
C;89126;USD;2011;Q4;2011-12-31;2012-02-24;2014-03-03;2915400000;3003000000;16152000000;-2437000000;13715000000;-12528000000;1187000000;;1187000000;-145000000;1042000000;-44000000;956000000;956000000
C;89126;USD;2012;Q1;2012-03-31;2012-05-04;2013-05-03;2926200000;3014500000;19406000000;-3019000000;16387000000;-12319000000;4068000000;;4068000000;-1006000000;3062000000;-5000000;2931000000;2931000000
C;89126;USD;2012;Q2;2012-06-30;2012-08-03;2013-08-02;2926600000;3015000000;18387000000;-2696000000;15691000000;-11994000000;3697000000;;3697000000;-718000000;2979000000;7000000;2946000000;2946000000
C;89126;USD;2012;Q3;2012-09-30;2012-11-06;2013-11-01;2926800000;3015300000;13703000000;-2620000000;11083000000;-12092000000;-1009000000;;-1009000000;1494000000;485000000;8000000;468000000;468000000
C;89126;USD;2012;Q4;2012-12-31;2013-03-01;2015-02-25;2942800000;3017200000;17694000000;-2994000000;14700000000;-13631000000;1069000000;;1069000000;223000000;1292000000;-68000000;1196000000;1196000000
C;89126;USD;2013;Q1;2013-03-31;2013-05-03;2014-05-02;3040100000;3044700000;20248000000;-2459000000;17789000000;-12288000000;5501000000;;5501000000;-1570000000;3931000000;-33000000;3808000000;3808000000
C;89126;USD;2013;Q2;2013-06-30;2013-08-02;2014-08-01;3040700000;3046300000;20488000000;-2024000000;18464000000;-12149000000;6315000000;;6315000000;-2127000000;4188000000;30000000;4182000000;4182000000
C;89126;USD;2013;Q3;2013-09-30;2013-11-01;2014-10-30;3034300000;3040900000;17904000000;-1959000000;15945000000;-11679000000;4266000000;;4266000000;-1080000000;3186000000;92000000;3227000000;3227000000
C;89126;USD;2013;Q4;2013-12-31;2014-03-03;2016-02-26;3028100000;3034500000;18084000000;-2072000000;16012000000;-12292000000;3720000000;;3720000000;-1409000000;2311000000;181000000;2442000000;2442000000
C;89126;USD;2014;Q1;2014-03-31;2014-05-02;2015-05-11;3037400000;3043300000;20206000000;-1974000000;18232000000;-12149000000;6083000000;;6083000000;-2131000000;3952000000;37000000;3944000000;3944000000
C;89126;USD;2014;Q2;2014-06-30;2014-08-01;2015-08-03;3033800000;3038300000;19425000000;-1730000000;17695000000;-15521000000;2174000000;;2174000000;-1921000000;253000000;-22000000;181000000;181000000
C;89126;USD;2014;Q3;2014-09-30;2014-10-30;2015-10-30;3029500000;3034800000;19689000000;-1750000000;17939000000;-12955000000;4984000000;;4984000000;-2068000000;2916000000;-16000000;2841000000;2841000000
C;89126;USD;2014;Q4;2014-12-31;2015-02-25;2017-02-24;3025700000;3031600000;17899000000;-2013000000;15886000000;-14426000000;1460000000;;1460000000;-1077000000;383000000;-1000000;344000000;344000000
C;89126;USD;2015;Q1;2015-03-31;2015-05-11;2016-05-02;3034200000;3039300000;19736000000;-1915000000;17821000000;-10884000000;6937000000;;6937000000;-2120000000;4817000000;-5000000;4770000000;4770000000
C;89126;USD;2015;Q2;2015-06-30;2015-08-03;2016-08-01;3020000000;3025000000;19470000000;-1648000000;17822000000;-10928000000;6894000000;;6894000000;-2036000000;4858000000;6000000;4846000000;4846000000
C;89126;USD;2015;Q3;2015-09-30;2015-10-30;2016-10-31;2993300000;2996900000;18692000000;-1836000000;16856000000;-10669000000;6187000000;;6187000000;-1881000000;4306000000;-10000000;4291000000;4291000000
C;89126;USD;2015;Q4;2015-12-31;2016-02-26;2017-02-24;2968500000;2969600000;18456000000;-2514000000;15942000000;-11134000000;4808000000;;4808000000;-1403000000;3405000000;-45000000;3335000000;3335000000
C;89126;USD;2016;Q1;2016-03-31;2016-05-02;2017-05-01;2943000000;2943100000;17555000000;-2045000000;15510000000;-10523000000;4987000000;;4987000000;-1479000000;3508000000;-2000000;3501000000;3501000000
C;89126;USD;2016;Q2;2016-06-30;2016-08-01;2016-08-01;2915800000;2915900000;17548000000;-1409000000;16139000000;-10369000000;5770000000;;5770000000;-1723000000;4047000000;-23000000;3998000000;3998000000
C;89126;USD;2016;Q3;2016-09-30;2016-10-31;2016-10-31;2879900000;2880100000;17760000000;-1736000000;16024000000;-10404000000;5620000000;;5620000000;-1733000000;3887000000;-30000000;3840000000;3840000000
C;89126;USD;2016;Q4;2016-12-31;2017-02-24;2017-02-24;2813700000;2814100000;17012000000;-1792000000;15220000000;-10120000000;5100000000;;5100000000;-1509000000;3591000000;-3000000;3573000000;3573000000
C;89126;USD;2017;Q1;2017-03-31;2017-05-01;2017-05-01;2765300000;2765500000;18120000000;-1662000000;16458000000;-10477000000;5981000000;;5981000000;-1863000000;4118000000;-18000000;4090000000;4090000000
C;89126;USD;2017;Q2;2017-06-30;2017-08-01;2017-08-01;2739100000;2739200000;17901000000;-1717000000;16184000000;-10506000000;5678000000;;5678000000;-1795000000;3883000000;21000000;3872000000;3872000000
C;89126;USD;2017;Q3;2017-09-30;2017-10-31;2017-10-31;2683600000;2683700000;18173000000;-1999000000;16174000000;-10171000000;6003000000;;6003000000;-1866000000;4137000000;-5000000;4133000000;4133000000
C;89126;USD;2017;Q4;2017-12-31;2018-02-23;2018-02-23;2606000000;2605600000;17255000000;-2073000000;15182000000;-10083000000;5099000000;;5099000000;-23864000000;-18765000000;-109000000;-18893000000;-18893000000
C;89126;USD;2018;Q1;2018-03-31;2018-05-01;2018-05-01;2561600000;2563000000;18872000000;-1857000000;17015000000;-10925000000;6090000000;;6090000000;-1441000000;4649000000;-7000000;4620000000;4620000000
C;89126;USD;2018;Q2;2018-06-30;2018-07-31;2018-07-31;2530900000;2532300000;18469000000;-1812000000;16657000000;-10712000000;5945000000;;5945000000;-1444000000;4501000000;15000000;4490000000;4490000000
C;89126;USD;2018;Q3;2018-09-30;2018-10-30;2018-10-30;2479800000;2481400000;18389000000;-1974000000;16415000000;-10311000000;6104000000;;6104000000;-1471000000;4633000000;-8000000;4622000000;4622000000
C;89126;USD;2018;Q4;2018-12-31;2019-02-22;2019-02-22;2400900000;2402500000;17124000000;-1925000000;15199000000;-9893000000;5306000000;;5306000000;-1001000000;4305000000;-8000000;4313000000;4313000000
C;89126;USD;2019;Q1;2019-03-31;2019-04-30;2019-04-30;2340400000;2342400000;18576000000;-1980000000;16596000000;-10584000000;6012000000;;6012000000;-1275000000;4737000000;-2000000;4710000000;4710000000
CBKM;259775;USD;2011;Q4;2011-06-30;2011-08-10;2012-09-21;2047290;2047290;3212000;-91000;3121000;-2414000;707000;;707000;-148000;559000;;559000;559000
CBKM;259775;USD;2012;Q1;2011-09-30;2011-11-10;2012-11-14;2049974;2049974;3547000;-92000;3455000;-2562000;893000;;893000;-206000;687000;;687000;687000
CBKM;259775;USD;2012;Q2;2011-12-31;2012-02-13;2013-02-14;2050176;2050176;3669000;-67000;3602000;-2500000;1102000;;1049000;-258000;791000;;791000;791000
CBKM;259775;USD;2012;Q3;2012-03-31;2012-05-14;2013-05-15;2051024;2051024;3504000;-11000;3493000;-2611000;882000;;882000;-196000;686000;;686000;686000
CBKM;259775;USD;2012;Q4;2012-06-30;2012-09-21;2013-09-24;2054386;2054386;3556000;-145000;3411000;-2672000;739000;;739000;-139000;600000;;600000;600000
CBKM;259775;USD;2013;Q1;2012-09-30;2012-11-14;2013-11-14;2057751;2057751;3645000;-25000;3620000;-2867000;753000;;753000;-138000;615000;;615000;615000
CBKM;259775;USD;2013;Q2;2012-12-31;2013-02-14;2014-02-14;2062658;2062658;3731000;-56000;3675000;-2728000;947000;;947000;-200000;747000;;747000;747000
CBKM;259775;USD;2013;Q3;2013-03-31;2013-05-15;2014-05-15;2065887;2065887;3656000;-90000;3566000;-2799000;767000;;767000;-139000;628000;;628000;628000
CBKM;259775;USD;2013;Q4;2013-06-30;2013-09-24;2014-09-24;2068368;2068368;3588000;-166000;3422000;-2707000;715000;;836000;-157000;679000;;679000;679000
CBKM;259775;USD;2014;Q1;2013-09-30;2013-11-14;2014-11-14;2613698;2613698;3728000;-133000;3595000;-2849000;746000;;746000;-125000;621000;;621000;621000
CBKM;259775;USD;2014;Q2;2013-12-31;2014-02-14;2015-02-17;2726687;2726687;3902000;-35000;3867000;-2924000;943000;;943000;-188000;755000;;755000;755000
CBKM;259775;USD;2014;Q3;2014-03-31;2014-05-15;2015-05-15;2724930;2724930;3827000;0;3827000;-2994000;833000;;823000;-145000;678000;;678000;678000
CBKM;259775;USD;2014;Q4;2014-06-30;2014-09-24;2015-09-23;2741141;2741141;3850000;-81000;3769000;-2915000;854000;;979000;-196000;783000;;783000;783000
CBKM;259775;USD;2015;Q1;2014-09-30;2014-11-14;2015-11-16;2721695;2721695;4057000;-67000;3990000;-3072000;918000;;940000;-184000;756000;;756000;756000
CBKM;259775;USD;2015;Q2;2014-12-31;2015-02-17;2016-02-16;2728686;2728686;4141000;-57000;4084000;-3061000;1023000;;1023000;-215000;808000;;808000;808000
CBKM;259775;USD;2015;Q3;2015-03-31;2015-05-15;2016-05-16;2728083;2728083;3949000;-90000;3859000;-3100000;759000;;759000;-127000;632000;;632000;632000
CBKM;259775;USD;2015;Q4;2015-06-30;2015-09-23;2016-09-22;2726752;2726752;3974000;-216000;3758000;-3043000;715000;;954000;-192000;762000;;762000;762000
CBKM;259775;USD;2016;Q1;2015-09-30;2015-11-16;2015-11-16;2724372;2724372;4128000;-92000;4036000;-3137000;899000;;899000;-172000;727000;;727000;727000
CBKM;259775;USD;2016;Q2;2015-12-31;2016-02-16;2016-02-16;2724774;2724774;4159000;-192000;3967000;-3206000;761000;;761000;-122000;639000;;639000;639000
CBKM;259775;USD;2016;Q3;2016-03-31;2016-05-16;2016-05-16;2725543;2725543;4185000;-130000;4055000;-3191000;864000;;864000;-156000;708000;;708000;708000
CBKM;259775;USD;2016;Q4;2016-06-30;2016-09-22;2016-09-22;2726415;2726415;4033000;-1084000;2949000;-3235000;-286000;;-98000;171000;73000;;73000;73000
CBKM;259775;USD;2017;Q1;2016-09-30;2016-11-14;2017-11-07;2723915;2723915;4575000;-136000;4439000;-3286000;1153000;;1153000;-252000;901000;;901000;901000
CBKM;259775;USD;2017;Q2;2016-12-31;2017-02-14;2017-02-14;2724061;2724061;4336000;-140000;4196000;-3326000;870000;;867000;-145000;722000;;722000;722000
CBKM;259775;USD;2017;Q3;2017-03-31;2017-05-15;2017-05-15;2724418;2724418;4298000;-255000;4043000;-3415000;628000;;628000;-62000;566000;;566000;566000
CBKM;259775;USD;2017;Q4;2017-06-30;2017-09-21;2017-09-21;2724778;2724778;4277000;-65000;4212000;-3451000;761000;;987000;-182000;805000;;805000;805000
CBKM;259775;USD;2018;Q1;2017-09-30;2017-11-07;2017-11-07;2724997;2724997;4658000;-90000;4568000;-3393000;1175000;;1175000;-246000;929000;;929000;929000
CBKM;259775;USD;2018;Q2;2017-12-31;2018-02-14;2018-02-14;2727666;2727666;4766000;-60000;4706000;-3560000;1146000;;1146000;-489000;657000;;657000;657000
CBKM;259775;USD;2018;Q3;2018-03-31;2018-05-15;2018-05-15;2727837;2727837;4771000;-100000;4671000;-3581000;1090000;;1088000;-175000;913000;;913000;913000
CBKM;259775;USD;2018;Q4;2018-06-30;2018-09-12;2018-09-12;2727204;2727204;4717000;-60000;4657000;-3703000;954000;;1321000;-239000;1082000;;1082000;1082000
CBKM;259775;USD;2019;Q1;2018-09-30;2018-11-14;2018-11-14;2729103;2729171;5794000;-115000;5679000;-3684000;1995000;;1995000;-322000;1673000;;1673000;1673000
